UID,Bill.Title,Fulltext.Intro.URL,Session,FinalCode,Bill/Resolution Summary
1305,Insanity; persons acquitted.,https://lis.virginia.gov/cgi-bin/legp604.exe?201+ful+SB840,2020,Law and Crime,"SUMMARY AS PASSED SENATE: Persons acquitted by reason of insanity. Makes various changes to the provisions regarding confinement hearings and conditional release procedures for persons who have been acquitted of a violent felony by reason of insanity. Under current law, such provisions do not distinguish between persons acquitted of a violent felony or any other felony offense. SUMMARY AS INTRODUCED: Persons acquitted by reason of insanity.  Makes various  changes to the provisions regarding confinement hearings  and conditional  release procedures for persons who have been acquitted  of a violent felony by reason  of insanity. Under current law, such  provisions do not distinguish between  persons acquitted of a violent  felony or any other felony  offense."
1310,"Fiduciaries, service of process, trustee.",https://lis.virginia.gov/cgi-bin/legp604.exe?001+ful+HB750,2000,Law and Crime,SUMMARY AS PASSED:  Service of process; trustee.  Makes the backup remedy of § 26-7.1 (under which  any fiduciary who qualifies and gives his bond in the circuit court clerk's office is  deemed to appoint the clerk as ultimate agent for receipt of process if the fiduciary  cannot be served) apply to a nonresident trustee of an inter vivos trust that  has received a pour-over from a Virginia will.   SUMMARY AS INTRODUCED:  Service of process; trustee.  Makes the backup remedy of § 26-7.1 (under which  any fiduciary who qualifies and gives his bond in the circuit court clerk's office is  deemed to appoint the clerk as ultimate agent for receipt of process if the fiduciary  cannot be served) apply to a nonresident trustee of an inter vivos trust that  has received a pour-over from a Virginia will.
1320,Study; chronic substance abuse treatment programs.,https://lis.virginia.gov/cgi-bin/legp604.exe?941+ful+HJ269,1994,Health,"SUMMARY:  Chronic substance abuse community and facility treatment programs.  Requests the Department of Mental Health, Mental Retardation and Substance  Abuse Services to study community and facility treatment programs for  individuals with chronic substance abuse problems."
1325,"Firearm transfers; criminal history record information checks, penalty.",https://lis.virginia.gov/cgi-bin/legp604.exe?171+ful+HB2212,2017,Law and Crime,"SUMMARY AS INTRODUCED: Firearm transfers; criminal history record information  checks; penalty. Requires a background check for any firearm transfer  and requires the Department of State Police to establish a process  for transferors to obtain such a check from licensed firearms dealers.  A transferor who fails to obtain a required  background check and  sells the firearm to another person is guilty of a Class 1 misdemeanor.  The bill exempts transfers between immediate family members, transfers  that occur by operation of law, transfers by the executor or administrator  of an estate or by the trustee of a testamentary trust, and temporary  transfers that (i) occur within the continuous presence of the owner  of the  firearm; (ii) are necessary to prevent imminent death or serious  bodily injury; (iii) occur at a shooting range, shooting gallery,  or other area designed for the purpose of target shooting, for use  during target practice, a firearms safety or training course or class,  a shooting competition, or any similar lawful activity; or (iv) are  for the purpose of and while the transferee is engaged in hunting,  trapping, or target shooting. The bill removes the provision that  makes background checks of prospective purchasers or transferees at  firearms shows voluntary."
1328,State song; designates 'Cradle of Liberty'.,https://lis.virginia.gov/cgi-bin/legp604.exe?081+ful+SB736,2008,Government Operations,"SUMMARY AS INTRODUCED:  State song.  Designates ""Cradle of Liberty,""  by Thomas L. DeBusk, as the official state song."
1329,"Misdemeanor; maximum fine is raised each July 1, starting July 1, 2012.",https://lis.virginia.gov/cgi-bin/legp604.exe?111+ful+SB857,2011,Law and Crime,"SUMMARY AS INTRODUCED: Misdemeanor fines.  Provides that the maximum fine  for a misdemeanor is raised each July 1, starting July 1, 2012, by an amount  approximately equal to the annual rate of inflation for the previous calendar year."
1332,Voter registration cards; use.,https://lis.virginia.gov/cgi-bin/legp604.exe?041+ful+HB102,2004,Government Operations,"SUMMARY AS INTRODUCED:  Virginia voter registration cards. Provides that the cards are issued for the  information of the voter and are not to be used as evidence of identity or residence  for firearms transfers, in-state tuition privileges, insurance agents' licenses, or  driver's licenses. The bill preserves the use of the cards for certain election  law purposes such as evidence of registration and identity at the polls on  election day."
1334,Administration of government; Virginia Liaison Office.,https://lis.virginia.gov/cgi-bin/legp604.exe?941+ful+HB892,1994,Government Operations,SUMMARY:  Administration of government; Virginia Liaison Office.  Requires the  Virginia Liaison Office to report in a timely manner to the General Assembly  all federal mandates and regulations which may have an effect on the  Commonwealth.  The bill requires such report to contain the names of those  Virginia congressional members who voted for such mandates and regulations.
1336,Nominations for presidential elections.,https://lis.virginia.gov/cgi-bin/legp604.exe?941+ful+HB65,1994,Government Operations,"SUMMARY:  Nominations for presidential elections.  Allows the witness for  signatures on the petitions to qualify a minor political party for the  presidential ballot to be a resident of a contiguous congressional  district,or the same congressional district, as the voter whose signature is  witnessed.  This is the case for petitions for statewide offices."
1338,Barrier crimes; clarifies individual crimes included in background check and barrier crime statutes.,https://lis.virginia.gov/cgi-bin/legp604.exe?121+ful+SB97,2012,Law and Crime,"SUMMARY AS INTRODUCED: Barrier crimes; listing of crimes.  Clarifies the  individual crimes included in the background check and barrier crime statutes  affecting the Department of Behavioral Health and Developmental Services,  certain licensees of the Department of Behavioral Health and Developmental  Services, the Department of Social Services, and certain licensees of the  Department of Social Services."
1344,Building Code; inspection.,https://lis.virginia.gov/cgi-bin/legp604.exe?951+ful+HB1858,1995,Housing,SUMMARY:  Uniform Statewide Building Code; inspection.  Deletes the requirement  that existing residential buildings be located in conservation and  rehabilitation districts in order for a locality to conduct inspections for  compliance with Building Code regulations upon termination of a rental  tenancy or when the rental property is sold.
1347,Federal grants-in-aid.,https://lis.virginia.gov/cgi-bin/legp604.exe?971+ful+HJ415,1997,Macroeconomics,"SUMMARY:  Federal grants in aid.  Memorializes the Congress to direct the General  Accounting Office to update its 1987 catalogue of federal grant formulas, which  may be disadvantageous to Virginia in their current form."
1348,Commending Arlington County.,https://lis.virginia.gov/cgi-bin/legp604.exe?011+ful+SJ503,2001,Government Operations,SUMMARY AS INTRODUCED:  Commending Arlington County.
1352,Celebrating the life of Lieutenant Steven Michael Cassada.,https://lis.virginia.gov/cgi-bin/legp604.exe?131+ful+HJ836,2013,Law and Crime,SUMMARY AS INTRODUCED: Celebrating the life of Lieutenant  Steven Michael  Cassada.
1354,Local election districts and precincts.,https://lis.virginia.gov/cgi-bin/legp604.exe?171+ful+HB1594,2017,Government Operations,"SUMMARY AS INTRODUCED: Local election districts and precincts. Provides  that any property line or subdivision boundary shown on an official  local property  map will constitute a ""clearly observable boundary""  for the purpose of constituting a district or precinct boundary. Current  law provides that only property lines and subdivision boundaries that  appear on VDOT maps, United States Geological Survey topographical  maps, or the TIGER/line files of the United States Bureau of the Census  may be used."
1355,Comprehensive immigration policy; memorializing Congress of the United States to develop.,https://lis.virginia.gov/cgi-bin/legp604.exe?081+ful+SJ120,2008,Immigration,SUMMARY AS PASSED SENATE: Illegal Immigration; federal responsibility.  Memorializes  the Congress of the United States to develop a comprehensive immigration policy  and to demonstrate leadership on the matter of illegal immigration.  This  resolution incorporates SJR 93 (Stolle). SUMMARY AS INTRODUCED: Illegal Immigration; federal responsibility.  Memorializes  the Congress of the United States to develop a comprehensive immigration  policy.
1359,School accreditation; students with limited English proficiency.,https://lis.virginia.gov/cgi-bin/legp604.exe?991+ful+HB1512,1999,Education,"SUMMARY AS INTRODUCED:  School accreditation; students with limited English proficiency.  Provides that  the test scores of students for whom English is not the first or native language who  have been identified as having limited English proficiency and who have been enrolled  in a public school in the Commonwealth for less than five years shall not be  included in any school accreditation requirements.      The 1997 revisions to the Standards of Accreditation (SOA) set forth new  criteria and processes for individual school accreditation, and clearly state  that schools shall be accredited “primarily” based on pupil achievement, as  evidenced by scores on the Standards of Learning tests and other assessments.  In the  elementary grades, accreditation will be based on the percentage of eligible students in  grades three and five achieving passing scores on the SOL tests in the four  core subject areas; in middle schools, Standards of Learning (SOL) tests in the  four core subjects for eighth graders and end-of-course tests “where  applicable” will determine accreditation.  End-of-course SOL test scores will support  secondary school accreditation.  The SOA define “eligible students,” for  accreditation purposes, as the total number of students enrolled in the school at the grade  level for the SOL tests, with the exception of those pupils whose  individualized education plan (IEP), 504 Plan, or limited English proficiency  (LEP) committee excludes them from test participation.  Beginning with academic  year 2001-02, the achievement of students who do not participate in the SOL  tests will be evaluated on the basis of an alternative assessment prescribed by  the Board.      While test scores are deemed a “primary” consideration in school evaluation and  accreditation, the SOA contemplate some flexibility, as individual schools’  annual improvement toward specified passing rates during the initial years of the  implementation will be “considered.”  In addition, “additional accommodations”  may be afforded those schools with high percentages of transient or non-English-speaking immigrant  pupils."
1372,Limitations on AFDC benefits to parolees and probationers.,https://lis.virginia.gov/cgi-bin/legp604.exe?971+ful+SB841,1997,Law and Crime,"SUMMARY:  Limitations on AFDC benefits to parolees and probationers.  Requires  that probation and parole officers notify local departments of social services  when persons under their supervision have failed a drug screening test.  Upon  such notification, the local department of social services shall pay the AFDC  benefits to a third party for the benefit of the assistance unit for twelve  months.  The parolee or probationer shall be ineligible for AFDC financial  assistance for a period of one year and may be reinstated as payee of benefits  at the end of the year.  A parolee or probationer whose benefits are revoked  because of failed drug tests shall be considered an AFDC recipient for all  other purposes, and shall not become ineligible for Medicaid."
1373,Drug distribution convictions.,https://lis.virginia.gov/cgi-bin/legp604.exe?991+ful+HB1699,1999,Law and Crime,"SUMMARY AS INTRODUCED:  Drug distribution convictions. Makes clear that second or subsequent  convictions in juvenile cases, as well as adult convictions, for violations of the  prohibition against illegal distribution of Schedule I and II drugs make a person  eligible for the enhanced punishment of imprisonment for life or for any period  not less than five years and a fine of not more than $500,000."
1376,Light units; candlepower to lumens.,https://lis.virginia.gov/cgi-bin/legp604.exe?201+ful+HB445,2020,Transportation,SUMMARY AS PASSED HOUSE: Light units; candlepower to lumens. States the limits on brightness for certain lights in vehicles in lumens. Current law provides such restrictions in candlepower only. SUMMARY AS INTRODUCED: Light units; candlepower to lumens. Converts  the unit  of measuring certain lights in vehicles from candlepower  to lumens.
1378,Protective orders; expungement of police and court records.,https://lis.virginia.gov/cgi-bin/legp604.exe?111+ful+SB767,2011,Law and Crime,SUMMARY AS INTRODUCED: Expungement of protective orders.  Provides that a  person against whom a protective order has been issued may petition to have  police and court records relating to the protective order expunged if the order  is subsequently dissolved by the issuing court.
1382,"Police and court records; expungement, certain misdemeanor and felony larceny convictions.",https://lis.virginia.gov/cgi-bin/legp604.exe?201+ful+HB1207,2020,Law and Crime,"SUMMARY AS INTRODUCED: Expungement of police and court records; certain   misdemeanor and felony larceny convictions. Allows a person convicted  of a  misdemeanor or felony larceny offense where the value of the  property stolen  was less than $500 to file a petition for expungement  if (i) such person has  completed all terms of probation and postrelease  supervision imposed as a  result of such conviction; (ii) at least  five years have passed from the date  of conviction, if no active  term of incarceration was imposed as a result of  such conviction,  or the date of completion of an active sentence of  incarceration,  if an active term of incarceration was imposed as a result of  such  conviction; and (iii) such person has no subsequent criminal convictions   and no pending criminal proceeding."
1388,"License plates, special; issuance to supporters of the International Association of Fire Fighters.",https://lis.virginia.gov/cgi-bin/legp604.exe?091+ful+HB2254,2009,Transportation,"SUMMARY AS INTRODUCED: Special license plates; members and supporters of the International  Association of Fire Fighters.  Authorizes the issuance of revenue-sharing  special license plates to members and supporters of the International  Association of Fire Fighters. The annual surcharge for these plates would be  $25, instead of the standard $10 for most other nonrevenue-sharing special  license plates. For each set of plates issued (after the first 1,000 sets), $15  will go to the Virginia Professional Fire Fighters Charitable Foundation."
1390,Nominating persons to be elected to juvenile and domestic relations district court judgeships.,https://lis.virginia.gov/cgi-bin/legp604.exe?161+ful+SR83,2016,Government Operations,SUMMARY AS INTRODUCED: Nominating persons to be elected to juvenile  and domestic relations district court judgeships.
1394,Study; urban issues,https://lis.virginia.gov/cgi-bin/legp604.exe?991+ful+HB1635,1999,Government Operations,"SUMMARY AS PASSED:  Secretary of Commerce and Trade; additional duties. Requires the Secretary of  Commerce and Trade to report to the General Assembly biennially summarizing major state programs and policies  affecting urban areas and identifying sources of funding for projects in fiscally stressed urban areas.    SUMMARY AS PASSED HOUSE:   Secretary of Commerce and Trade; additional duties. Requires the Secretary of  Commerce and Trade to (i) report to the General Assembly biennially summarizing major state programs and policies  affecting urban areas, (ii) identify sources of funding for projects in fiscally stressed urban areas, and (iii)  consolidate sources of information on impacts to urban areas and share this  information with other cabinet secretaries.   SUMMARY AS INTRODUCED:  Secretary of Urban Affairs; establishment.  Establishes the cabinet level  position of the Secretary of Urban Affairs and assigns the Department of Housing and  Community Development, Commission on Local Government and Virginia Housing Development  Authority to the new secretariat."
1397,"Corrections, Department of; JLARC to study staffing levels and employment conditions.",https://lis.virginia.gov/cgi-bin/legp604.exe?141+ful+SJ55,2014,Government Operations,SUMMARY AS INTRODUCED: Study; JLARC; staffing Department of Corrections; report. Directs the Joint Legislative Audit and Review Commission to study staffing levels and employment conditions at the Department of Corrections. This resolution was continued to the 2015 Session of the General Assembly.
1405,Polling places; memorandum of understanding.,https://lis.virginia.gov/cgi-bin/legp604.exe?181+ful+HB628,2018,Government Operations,"SUMMARY AS INTRODUCED: Polling places; memorandum of understanding.  Directs  the Attorney General to develop and make available a template  memorandum of  understanding to be used by the localities when establishing  polling places.  The bill allows governing bodies to enter into a  memorandum of understanding  with the entity or person authorized  to grant the use of the facility as a  polling place. Using the template  prescribed by the Attorney General, the  parties will specify the  terms for use of the facility, including the hours and  dates the  facility is to be used, the availability of parking at the facility,   and the defined space where the elections are to be conducted. Such  memorandum  of understanding shall be entered into for a period of  five years, with the  option to renew at the end of the fourth year.  Upon the mutual agreement of the two parties, such memorandum of understanding   shall be voided."
1406,Freedom of Information Act; definition of meeting.,https://lis.virginia.gov/cgi-bin/legp604.exe?961+ful+HB1206,1996,Civil Rights,"SUMMARY:  Freedom of Information Act.  Includes in the definition of  ""meeting,"" gatherings of members of a public body or a subset  thereof where any part of the purpose of the gathering is a public one, and  whether or not such gathering was called or all members there participate.  The  bill sets out conditions under which agenda packets and materials shall be  provided to a requesting citizen.  The bill also limits to specific individuals  or items, areas of discussion for which a public body may convene in executive  session."
1410,Student discipline.,https://lis.virginia.gov/cgi-bin/legp604.exe?031+ful+HB2408,2003,Education,"SUMMARY AS INTRODUCED:  Student discipline.  Amends student suspension and expulsion requirements by  prohibiting the imposition of disciplinary actions against students, unless required  to comply with federal Gun-Free Schools provisions, for possession of a bona fide  eating utensil or personal grooming device unless such utensil or device is  brandished or employed as a weapon or otherwise to effect or to threaten an act  of violence or intimidation against another or against property.  No student  who has received notice of an intended suspension or expulsion who asserts the  applicability of this section can be suspended or expelled until school  administrators conduct a preliminary factual inquiry regarding the  applicability of this provision.  School boards shall adopt procedures  consistent with due process requirements of this article for the conduct of  such inquiries, which may include procedures for expedited and summary  administrative hearings."
1411,JLARC to study the Disney project.,https://lis.virginia.gov/cgi-bin/legp604.exe?941+ful+SJ175,1994,Housing,"SUMMARY:  JLARC to study the Disney project.  Requests JLARC to study the net  fiscal and environmental impact of the proposed Disney project to the  Commonwealth and its political subdivisions.  Disney has indicated that it  intends to seek financial assistance from the State and the County of Prince  William for certain road and possibly other infrastructure improvements to  serve the site.  Conflicting economic impact reports in support and  opposition of the project have surfaced, making it desirable for an  independent study to be conducted before public funds are committed."
1414,Access to health care facilities.,https://lis.virginia.gov/cgi-bin/legp604.exe?951+ful+HB1359,1995,Law and Crime,"SUMMARY:  Access to health care facilities.  Creates a new offense, punishable  as a Class 1 misdemeanor, for intentionally obstructing another's ingress to  or egress from a health care facility or refusing to move after being asked  to stop or move.  A second offense within three years is punishable by a  mandatory minimum fine of $2,000 and a mandatory minimum sentence of 30 days  in jail."
1416,Assault and battery; adds conservators of the peace to definition in statute.,https://lis.virginia.gov/cgi-bin/legp604.exe?071+ful+SB1233,2007,Law and Crime,"SUMMARY AS PASSED SENATE: Assault and battery; federal employees.  Adds United States  government employees who qualify as conservators of the peace under Virginia  law to the definition of law-enforcement officer in the assault and battery  statute, so that the enhanced punishment will apply. The enhanced punishment is  a Class 6 felony with a mandatory minimum term of six months versus a Class 1  misdemeanor. SUMMARY AS INTRODUCED: Assault and battery; federal law-enforcement officers.  Adds  federal law-enforcement officers to the definition of law-enforcement officer  in the assault and battery statute, so that the enhanced punishment will apply.  The enhanced punishment is a Class 6 felony with a mandatory minimum term of  six months versus a Class 1 misdemeanor."
1418,Celebrating the life of Edward Bernard Strait.,https://lis.virginia.gov/cgi-bin/legp604.exe?131+ful+HJ639,2013,Social Welfare,SUMMARY AS INTRODUCED: Celebrating the life of Edward Bernard  Strait.
1424,Drug law enforcement and investigation division.,https://lis.virginia.gov/cgi-bin/legp604.exe?011+ful+HB1605,2001,Law and Crime,"SUMMARY AS INTRODUCED:  Powers and duties of a drug law enforcement and investigation division.  Clarifies that, in addition to any other powers and duties that may be provided by  statute or otherwise, it is the duty of a State Police division for drug law  enforcement and investigation to enforce the laws of the Commonwealth and  conduct investigations related to certain violations of Title 18.2 involving  controlled substances when requested by the Attorney General, any sheriff,  chief of police, attorney for the Commonwealth or grand jury."
1425,Commending Falcon Heating and Air Conditioning.,https://lis.virginia.gov/cgi-bin/legp604.exe?191+ful+SJ333,2019,Government Operations,SUMMARY AS INTRODUCED: Commending Falcon Heating and Air Conditioning.
1427,Sale of alcoholic beverages by persons under 18 years of age.,https://lis.virginia.gov/cgi-bin/legp604.exe?981+ful+HB1358,1998,Domestic Commerce,None
1431,Tobacco Indemnification and Community Revitalization Comm. & Fund.,https://lis.virginia.gov/cgi-bin/legp604.exe?991+ful+SB1165,1999,Government Operations,"SUMMARY AS ENACTED WITH GOVERNOR'S RECOMMENDATION:  Tobacco Indemnification and Community Revitalization Commission and Fund.   Establishes the Tobacco Indemnification and Community Revitalization Commission to  administer funds received by the Tobacco Indemnification and Community Revitalization  Fund.  The Fund shall receive 50 percent of the funds received by the  Commonwealth pursuant to the tobacco Master Settlement Agreement.  The  Commission shall use the moneys in the Fund to make payments to tobacco farmers  and for projects to promote economic growth and development in tobacco  dependent communities.  The bill also creates the Virginia Tobacco Settlement  Fund, to receive 10 percent of the funds received by the Commonwealth under the  Master Settlement Agreement.  This Fund will be administered by the newly  created Virginia Tobacco Settlement Foundation.  This Fund will be used to  finance efforts to limit the use of tobacco products by minors.   SUMMARY AS PASSED:  Tobacco Indemnification and Community Revitalization Commission and Fund.   Establishes the Tobacco Indemnification and Community Revitalization Commission to  administer funds received by the Tobacco Indemnification and Community Revitalization  Fund.  The Fund shall receive 60 percent of the funds received by the  Commonwealth pursuant to the tobacco Master Settlement Agreement.  The  Commission shall distribute one-sixth of the funds it receives to the Virginia  Tobacco Settlement Fund, and shall use the balance of the Fund to make payments  to tobacco farmers and for projects to promote economic growth and development  in tobacco dependent communities.  The money in the Virginia Tobacco Settlement  Fund will be administered by the newly created Virginia Tobacco Settlement  Foundation, and will be used to finance efforts to restrict the use of tobacco  products by minors.   SUMMARY AS PASSED SENATE:  Tobacco Indemnification and Community Revitalization Commission and Fund.   Establishes the Tobacco Indemnification and Community Revitalization Commission to  administer funds received by the Tobacco Indemnification and Community Revitalization  Fund.  The Fund shall receive 60 percent of the funds received by the  Commonwealth pursuant to the tobacco Master Settlement Agreement.,  The  Commission shall distribute one-sixth of the funds it receives to the Virginia  Tobacco Settlement Fund, and shall use the balance of the Fund to make payments  to tobacco farmers and for projects to promote economic growth and development  in tobacco dependent communities.  The money in the Virginia Tobacco Settlement  Fund will be administered by the newly-created Virginia Tobacco Settlement  Foundation, and will be used to finance efforts to restrict the use of tobacco  products by minors.   SUMMARY AS INTRODUCED:  Tobacco Indemnification and Community Revitalization Commission and Fund.   Establishes the Tobacco Indemnification and Community Revitalization Commission to  administer funds received by the Tobacco Indemnification and Community Revitalization  Fund. The Commission is comprised of twenty-one members as follows: five  members appointed by the Speaker of the House of Delegates, three appointed by  the Privileges and Elections Committee of the Senate, three local elected  officials, two flue-cured tobacco farmers, two burley tobacco farmers, two  representatives of public health interests, one representative of the Virginia  Farm Bureau Federation, and three citizens appointed by the Governor.  With the  exception of the two representatives of public health interests, all members of  the Commission shall be chosen from the Southside and Southwest regions of the  Commonwealth.  The Fund shall receive 60% of the funds received by the  Commonwealth pursuant to the tobacco Master Settlement Agreement."
1433,Athletic training; amends definition.,https://lis.virginia.gov/cgi-bin/legp604.exe?121+ful+HB98,2012,Health,SUMMARY AS INTRODUCED: Athletic training; definition.  Amends the definition  of the practice of athletic training so that licensed physical therapists may  no longer direct such practice.
1450,Commending the American Legion Post 74 baseball team.,https://lis.virginia.gov/cgi-bin/legp604.exe?142+ful+HR567,2014S1,Domestic Commerce,SUMMARY AS INTRODUCED:  Commending the American Legion Post 74 baseball  team.
1459,Commending ARCH Roanoke.,https://lis.virginia.gov/cgi-bin/legp604.exe?201+ful+HJ494,2020,Social Welfare,SUMMARY AS INTRODUCED: Commending ARCH Roanoke.
1466,Commending Dominion High School.,https://lis.virginia.gov/cgi-bin/legp604.exe?122+ful+HR551,2012S1,Education,SUMMARY AS INTRODUCED: Commending Dominion High School.
1468,Electric power-assisted bicycles; amends definition.,https://lis.virginia.gov/cgi-bin/legp604.exe?201+ful+SB871,2020,Transportation,"SUMMARY AS INTRODUCED: Electric power-assisted bicycles. Amends the definition of ""electric power-assisted bicycle"" to include three classes of such bicycles, based upon the type of motor and the maximum miles per hour that the motor is capable of propelling the bicycle. The bill also provides that electric power-assisted bicycles and operators are afforded the same rights and privileges as bicycles and operators and limits local and state regulation of the operation of such electric power-assisted bicycles to certain bicycle paths, shared-use paths, and trails. The bill requires manufacturers and distributors of electric power-assisted bicycles to include (i) on each electric power-assisted bicycle, a label indicating certain technical specifications and (ii) on each class three electric power-assisted bicycle, a miles-per-hour speedometer. The bill requires persons operating or riding on a class three electric power-assisted bicycle to wear a helmet. This bill is identical to HB 543."
1480,Retirement System; benefits for deputy sheriffs.,https://lis.virginia.gov/cgi-bin/legp604.exe?101+ful+HB273,2010,Government Operations,"SUMMARY AS PASSED HOUSE:  Virginia Retirement System; benefits for local law  enforcement, correctional, and emergency response employees in certain  localities.  Permits any locality that is exempt from providing all of  the statutory special retirement benefits for deputy sheriffs because the  locality's annual retirement allowance exceeds the statutory amount, to provide  all of the other statutory benefits except the statutory annual retirement  allowance to all employees eligible for such benefits.  The additional costs of  providing the benefits would be borne by the locality making the election. SUMMARY AS INTRODUCED: Virginia Retirement System; benefits for local law  enforcement, correctional, and emergency response employees in certain  localities.  Permits any locality that is exempt from providing all of  the statutory special retirement benefits for deputy sheriffs because the  locality's annual retirement allowance exceeds the statutory amount, to provide  all of the other statutory benefits except the statutory annual retirement  allowance to all employees eligible for such benefits."
1484,Oral chemotherapy drugs; Joint Commission on Health Care to study access thereto.,https://lis.virginia.gov/cgi-bin/legp604.exe?111+ful+HJ566,2011,Health,"SUMMARY AS INTRODUCED: Study; Joint Commission on Health Care to study access to  oral chemotherapy drugs; report.  Directs the Joint Commission on  Health Care to study access to oral chemotherapy drugs. In conducting its  study, the Joint Commission on Health Care shall (i) identify barriers to  access to oral chemotherapy drugs, (ii) determine the impact of lack of access  to oral chemotherapy drugs on citizens of the Commonwealth, (iii) identify and  evaluate options for improving access to oral chemotherapy drugs for citizens  of the Commonwealth, including but not limited to the potential benefits of  oral/intravenous/injectable chemotherapy drug parity legislation, and (iv)  develop recommendations for improving access to oral chemotherapy drugs in the  Commonwealth."
1488,Small Business Advisory Board; membership.,https://lis.virginia.gov/cgi-bin/legp604.exe?011+ful+HB2236,2001,Domestic Commerce,SUMMARY AS PASSED:  Small Business Advisory Board; membership.  Increases the membership of the  Small Business Advisory Board from 17 to 18 members by adding an additional voting  member to be appointed by the Governor.     SUMMARY AS INTRODUCED:  Small Business Advisory Board; membership.  Increases the membership of the  Small Business Advisory Board from 17 to 18 members by adding an additional voting  member to be appointed by the Governor.
1496,Statewide prioritization process project selection; cost of project to be considered.,https://lis.virginia.gov/cgi-bin/legp604.exe?181+ful+HB72,2018,Transportation,"SUMMARY AS INTRODUCED: Statewide prioritization process project  selection.  Requires the total cost of a transportation project to be  considered  in evaluating projects under the statewide prioritization process.   The bill requires the Commonwealth Transportation Board to evaluate  congestion  mitigation on the basis of total traffic volumes,  not  just traffic volumes during weekdays. The bill imposes restrictions  on  projects receiving funding from the High Priority Projects Program  that are  evaluated under the statewide prioritization process."
1513,Study; tax delinquent properties.,https://lis.virginia.gov/cgi-bin/legp604.exe?981+ful+HJ92,1998,Local Government,"SUMMARY:  Study; Tax delinquent properties.  This resolution would have  established a joint subcommittee study what legislative changes need to be  implemented to allow localities to better deal with tax delinquent properties.  However, the resolution was passed by indefinitely in lieu of a letter from the  Speaker to the Virginia Association of Counties and the Virginia Municipal  League, requesting that these organizations assess the problem and report their  recommendations to the House Rules Committee.  In addition, the Division of  Legislative Service's staff to the House Finance Committee is requested  to determine and report how other states handle tax delinquent properties."
1516,"Veterans; Commissioner et al., to establish comprehensive program to address mental health needs.",https://lis.virginia.gov/cgi-bin/legp604.exe?081+ful+HB1064,2008,Defense,"SUMMARY AS INTRODUCED: Veterans Services; mental health program.  Requires the  Commissioner of Veterans Services to develop, in cooperation with the  Department of Mental Health, Mental Retardation and Substance Abuse Services  and the Department of Rehabilitative Services, a strategy for coordinating the  various programs that address the unique mental health needs of veterans,  including post-traumatic stress disorder and traumatic brain injuries, and to  seek additional federal, state, and private sources of funding for such  programs."
1530,Local telecommunications services.,https://lis.virginia.gov/cgi-bin/legp604.exe?991+ful+HB2015,1999,Technology,"SUMMARY AS INTRODUCED:  Local telecommunications services.  Allows the City of Manassas (described by  proximity to state highways) to provide telecommunications services to the public.   The section currently prohibits the provision of such services by localities, except  for the Town of Abingdon."
1532,Firearms show; list of vendors or exhibitors submitted to State Police.,https://lis.virginia.gov/cgi-bin/legp604.exe?181+ful+HB1394,2018,Law and Crime,"SUMMARY AS INTRODUCED: Firearms show; list of vendors or exhibitors.  Requires  a promoter of a firearms show to include in his list  of  vendors or exhibitors submitted to State Police information regarding  whether  a vendor or exhibitor was selling or transferring a firearm  and, if applicable,  the vendor or exhibitor's dealer identification  number."
1535,Celebrating the life of Louis Mikkelsen Petersen.,https://lis.virginia.gov/cgi-bin/legp604.exe?141+ful+HR182,2014,Government Operations,SUMMARY AS INTRODUCED: Celebrating the life of Louis Mikkelsen Petersen.
1539,Certificates of public need.,https://lis.virginia.gov/cgi-bin/legp604.exe?161+ful+SB561,2016,Education,"SUMMARY AS INTRODUCED: Certificates of public need. Creates a three-phase  process to sunset certificate of public need requirements for many categories  of medical care facilities and projects, with the requirement for a certificate  of public need (i) for the establishment of a new  imaging service or addition of new equipment for imaging services eliminated beginning July 1, 2016, for ambulatory and outpatient  surgery centers eliminated beginning July 1, 2017,  and (iii) for hospitals and all other categories of projects other than nursing  homes and facilities and equipment for open heart surgery and organ or tissue  transplant services eliminated beginning July 1,  2018. The bill also creates a new permitting process for categories of  facilities and projects exempted from the certificate of public need process that requires the Commissioner of Health to issue a  permit but allows the Commissioner to condition a permit (a)  on the agreement of the applicant to provide a  specified level of care at a reduced rate to indigents, accept patients  requiring specialized care, or facilitate the development and operation of  primary medical care services in designated medically underserved areas of the  applicant's service area or (b) on compliance of the applicant with quality of care standards. The  bill allows the Commissioner to refuse to issue a  permit if he determines that the project for which the permit is sought would  be detrimental to the provision of health services in underserved areas of the  Commonwealth."
1540,"Pleadings, motions, and other papers; signature defects.",https://lis.virginia.gov/cgi-bin/legp604.exe?201+ful+SB229,2020,Law and Crime,"SUMMARY AS INTRODUCED: Signature defects on pleadings, motions, and other papers. Clarifies that any pleading, motion, or other paper that is not properly signed is defective and voidable. The bill further provides that failure to timely raise signature defects waives any challenge based on such a defect and that a signature defect shall be cured within 21 days after it is brought to the attention of the pleader or movant, or the pleading, motion, or other paper that contains the signature defect shall be stricken. This bill is identical to HB 1378."
